time,lowBid,closeBid,openAsk,closeAsk,complete,openBid,highAsk,lowAsk,highBid,volume
2017-01-16T20:40:50.000000Z,1.05987,1.05987,1.06019,1.06015,True,1.05991,1.06019,1.06015,1.05991,2
2017-01-16T20:42:15.000000Z,1.05984,1.05984,1.06012,1.06012,True,1.05984,1.06012,1.06012,1.05984,1
2017-01-16T20:44:15.000000Z,1.05985,1.05986,1.06012,1.06012,True,1.05985,1.06012,1.06012,1.05986,2
2017-01-16T20:44:40.000000Z,1.0599,1.0599,1.0601,1.0601,True,1.0599,1.0601,1.0601,1.0599,1
2017-01-16T20:47:50.000000Z,1.05983,1.05983,1.0601,1.0601,True,1.05983,1.0601,1.0601,1.05983,1
2017-01-16T20:48:30.000000Z,1.05977,1.05977,1.06007,1.06002,True,1.0598,1.06007,1.06002,1.0598,2
2017-01-16T20:48:35.000000Z,1.05979,1.05979,1.06002,1.06002,True,1.05979,1.06002,1.06002,1.05979,1
2017-01-16T20:48:40.000000Z,1.0598,1.05981,1.06002,1.06003,True,1.0598,1.06004,1.06002,1.05981,3
2017-01-16T20:48:50.000000Z,1.05978,1.05978,1.06,1.06,True,1.05978,1.06,1.06,1.05978,1
2017-01-16T20:49:05.000000Z,1.05978,1.05978,1.06003,1.05998,True,1.05983,1.06003,1.05998,1.05983,3
2017-01-16T20:49:20.000000Z,1.0598,1.0598,1.05999,1.05999,True,1.0598,1.05999,1.05999,1.0598,1
2017-01-16T20:49:25.000000Z,1.05978,1.05978,1.06001,1.06001,True,1.05978,1.06001,1.06001,1.05978,1
2017-01-16T20:49:30.000000Z,1.05979,1.0598,1.06004,1.06004,True,1.05979,1.06004,1.06004,1.0598,2
2017-01-16T20:49:35.000000Z,1.0598,1.05985,1.06006,1.06009,True,1.05981,1.06013,1.06006,1.05985,5
2017-01-16T20:49:40.000000Z,1.05986,1.0599,1.06014,1.06013,True,1.05986,1.06015,1.06012,1.05991,6
2017-01-16T20:49:45.000000Z,1.0599,1.06001,1.06013,1.06031,True,1.05992,1.06031,1.06013,1.06003,12
2017-01-16T20:49:50.000000Z,1.06005,1.06011,1.06034,1.06035,True,1.06005,1.06035,1.06034,1.06011,2
2017-01-16T20:49:55.000000Z,1.06009,1.06014,1.06032,1.0604,True,1.06009,1.0604,1.06032,1.06014,3
2017-01-16T20:50:00.000000Z,1.06008,1.06008,1.06042,1.06036,True,1.06018,1.06042,1.06036,1.06018,3
2017-01-16T20:50:10.000000Z,1.06009,1.06009,1.06035,1.06035,True,1.06009,1.06035,1.06035,1.06009,1
2017-01-16T20:50:15.000000Z,1.06012,1.06015,1.06035,1.06039,True,1.06012,1.06039,1.06035,1.06015,2
2017-01-16T20:50:30.000000Z,1.06004,1.06004,1.06037,1.06032,True,1.06015,1.06037,1.06032,1.06015,3
2017-01-16T20:50:35.000000Z,1.05985,1.05985,1.06025,1.06013,True,1.06003,1.06025,1.06013,1.06003,5
2017-01-16T20:50:40.000000Z,1.05991,1.05991,1.0601,1.0601,True,1.05991,1.0601,1.0601,1.05991,1
2017-01-16T20:50:45.000000Z,1.05972,1.05972,1.06008,1.06001,True,1.05986,1.0601,1.06001,1.05986,4
2017-01-16T20:50:50.000000Z,1.05969,1.05974,1.05996,1.06,True,1.05969,1.06,1.05995,1.05974,4
2017-01-16T20:51:00.000000Z,1.05976,1.0598,1.05997,1.06003,True,1.05976,1.06003,1.05993,1.0598,4
2017-01-16T20:51:05.000000Z,1.05979,1.05979,1.06002,1.05999,True,1.0598,1.06002,1.05999,1.0598,2
2017-01-16T20:52:05.000000Z,1.05978,1.05983,1.06007,1.0601,True,1.05978,1.0601,1.06007,1.05983,2
2017-01-16T20:52:15.000000Z,1.05983,1.05989,1.06017,1.06017,True,1.05983,1.06019,1.06017,1.05989,3
2017-01-16T20:52:25.000000Z,1.05993,1.05993,1.0602,1.0602,True,1.05993,1.0602,1.0602,1.05993,1
2017-01-16T20:52:30.000000Z,1.05996,1.05996,1.06024,1.06022,True,1.05996,1.06024,1.06022,1.05996,3
2017-01-16T20:52:35.000000Z,1.05994,1.05994,1.06022,1.0602,True,1.05995,1.06022,1.0602,1.05995,2
2017-01-16T20:52:40.000000Z,1.05995,1.05995,1.06022,1.06019,True,1.05998,1.06022,1.06015,1.05998,5
2017-01-16T20:52:45.000000Z,1.05994,1.05999,1.06021,1.0602,True,1.05995,1.06022,1.06017,1.05999,6
2017-01-16T20:52:55.000000Z,1.0599,1.0599,1.06016,1.06017,True,1.05997,1.06017,1.06016,1.05997,2
2017-01-16T20:53:05.000000Z,1.05986,1.05997,1.06015,1.06026,True,1.05986,1.06026,1.06015,1.05997,4
2017-01-16T20:53:20.000000Z,1.05986,1.05986,1.0602,1.06013,True,1.05994,1.0602,1.06013,1.05994,3
2017-01-16T20:53:30.000000Z,1.05985,1.05985,1.06007,1.06007,True,1.05985,1.06007,1.06007,1.05985,1
2017-01-16T20:54:00.000000Z,1.05981,1.05981,1.06004,1.06004,True,1.05981,1.06004,1.06004,1.05981,1
2017-01-16T20:54:05.000000Z,1.05982,1.05982,1.06004,1.06004,True,1.05982,1.06004,1.06004,1.05982,1
2017-01-16T20:54:10.000000Z,1.05981,1.05982,1.06005,1.06005,True,1.05981,1.06005,1.06005,1.05982,2
2017-01-16T20:56:50.000000Z,1.05976,1.05976,1.06003,1.06003,True,1.05976,1.06003,1.06003,1.05976,1
2017-01-16T20:57:00.000000Z,1.05972,1.05973,1.06001,1.06,True,1.05972,1.06001,1.06,1.05973,2
2017-01-16T20:57:05.000000Z,1.05976,1.05976,1.05998,1.05998,True,1.05976,1.05998,1.05998,1.05976,1
2017-01-16T20:57:10.000000Z,1.05973,1.05973,1.05995,1.05995,True,1.05973,1.05995,1.05995,1.05973,1s
